"year","population","yday","water_temp"
1985,"LowerMainstem",174,13.5
1985,"LowerMainstem",175,13.5
1985,"LowerMainstem",176,13.5
1985,"LowerMainstem",177,13.5
1985,"LowerMainstem",178,14.5
1985,"LowerMainstem",179,14.5
1985,"LowerMainstem",180,14.5
1985,"LowerMainstem",181,14
1985,"LowerMainstem",182,14.5
1985,"LowerMainstem",183,14.5
1985,"LowerMainstem",184,13.5
1985,"LowerMainstem",185,14.5
1985,"LowerMainstem",186,14.5
1985,"LowerMainstem",187,15.5
1985,"LowerMainstem",188,15
1985,"LowerMainstem",189,14.5
1985,"LowerMainstem",190,14.5
1985,"LowerMainstem",191,14.5
1985,"LowerMainstem",192,14.5
1985,"LowerMainstem",193,14.5
1985,"LowerMainstem",194,15
1985,"LowerMainstem",195,15.5
1985,"LowerMainstem",196,15.5
1985,"LowerMainstem",197,16
1985,"LowerMainstem",198,16.5
1985,"LowerMainstem",199,16.5
1985,"LowerMainstem",200,16.5
1985,"LowerMainstem",201,NA
1985,"LowerMainstem",202,17
1985,"LowerMainstem",203,17
1985,"LowerMainstem",204,18
1985,"LowerMainstem",205,17
1985,"LowerMainstem",206,18
1985,"LowerMainstem",207,18
1985,"White-Donjek",178,14.5
1985,"White-Donjek",179,14.5
1985,"White-Donjek",180,14.5
1985,"White-Donjek",181,14
1985,"White-Donjek",182,14.5
1985,"White-Donjek",183,14.5
1985,"White-Donjek",184,13.5
1985,"White-Donjek",185,14.5
1985,"White-Donjek",186,14.5
1985,"White-Donjek",187,15.5
1985,"White-Donjek",188,15
1985,"White-Donjek",189,14.5
1985,"White-Donjek",190,14.5
1985,"White-Donjek",191,14.5
1985,"White-Donjek",192,14.5
1985,"White-Donjek",193,14.5
1985,"White-Donjek",194,15
1985,"White-Donjek",195,15.5
1985,"White-Donjek",196,15.5
1985,"White-Donjek",197,16
1985,"White-Donjek",198,16.5
1985,"White-Donjek",199,16.5
1985,"White-Donjek",200,16.5
1985,"White-Donjek",201,NA
1985,"White-Donjek",202,17
1985,"White-Donjek",203,17
1985,"White-Donjek",204,18
1985,"White-Donjek",205,17
1985,"White-Donjek",206,18
1985,"White-Donjek",207,18
1985,"White-Donjek",208,18
1985,"White-Donjek",209,18
1985,"White-Donjek",210,17
1985,"White-Donjek",211,17
1985,"Pelly",181,14
1985,"Pelly",182,14.5
1985,"Pelly",183,14.5
1985,"Pelly",184,13.5
1985,"Pelly",185,14.5
1985,"Pelly",186,14.5
1985,"Pelly",187,15.5
1985,"Pelly",188,15
1985,"Pelly",189,14.5
1985,"Pelly",190,14.5
1985,"Pelly",191,14.5
1985,"Pelly",192,14.5
1985,"Pelly",193,14.5
1985,"Pelly",194,15
1985,"Pelly",195,15.5
1985,"Pelly",196,15.5
1985,"Pelly",197,16
1985,"Pelly",198,16.5
1985,"Pelly",199,16.5
1985,"Pelly",200,16.5
1985,"Pelly",201,NA
1985,"Pelly",202,17
1985,"Pelly",203,17
1985,"Pelly",204,18
1985,"Pelly",205,17
1985,"Pelly",206,18
1985,"Pelly",207,18
1985,"Pelly",208,18
1985,"Pelly",209,18
1985,"Pelly",210,17
1985,"Pelly",211,17
1985,"Pelly",212,18
1985,"Pelly",213,18
1985,"Pelly",214,19
1985,"Stewart",183,14.5
1985,"Stewart",184,13.5
1985,"Stewart",185,14.5
1985,"Stewart",186,14.5
1985,"Stewart",187,15.5
1985,"Stewart",188,15
1985,"Stewart",189,14.5
1985,"Stewart",190,14.5
1985,"Stewart",191,14.5
1985,"Stewart",192,14.5
1985,"Stewart",193,14.5
1985,"Stewart",194,15
1985,"Stewart",195,15.5
1985,"Stewart",196,15.5
1985,"Stewart",197,16
1985,"Stewart",198,16.5
1985,"Stewart",199,16.5
1985,"Stewart",200,16.5
1985,"Stewart",201,NA
1985,"Stewart",202,17
1985,"Stewart",203,17
1985,"Stewart",204,18
1985,"Stewart",205,17
1985,"Stewart",206,18
1985,"Stewart",207,18
1985,"Stewart",208,18
1985,"Stewart",209,18
1985,"Stewart",210,17
1985,"Stewart",211,17
1985,"Stewart",212,18
1985,"Stewart",213,18
1985,"Stewart",214,19
1985,"Stewart",215,18.5
1985,"Stewart",216,18.5
1985,"Carmacks",182,14.5
1985,"Carmacks",183,14.5
1985,"Carmacks",184,13.5
1985,"Carmacks",185,14.5
1985,"Carmacks",186,14.5
1985,"Carmacks",187,15.5
1985,"Carmacks",188,15
1985,"Carmacks",189,14.5
1985,"Carmacks",190,14.5
1985,"Carmacks",191,14.5
1985,"Carmacks",192,14.5
1985,"Carmacks",193,14.5
1985,"Carmacks",194,15
1985,"Carmacks",195,15.5
1985,"Carmacks",196,15.5
1985,"Carmacks",197,16
1985,"Carmacks",198,16.5
1985,"Carmacks",199,16.5
1985,"Carmacks",200,16.5
1985,"Carmacks",201,NA
1985,"Carmacks",202,17
1985,"Carmacks",203,17
1985,"Carmacks",204,18
1985,"Carmacks",205,17
1985,"Carmacks",206,18
1985,"Carmacks",207,18
1985,"Carmacks",208,18
1985,"Carmacks",209,18
1985,"Carmacks",210,17
1985,"Carmacks",211,17
1985,"Carmacks",212,18
1985,"Carmacks",213,18
1985,"Carmacks",214,19
1985,"Carmacks",215,18.5
1985,"Teslin",180,14.5
1985,"Teslin",181,14
1985,"Teslin",182,14.5
1985,"Teslin",183,14.5
1985,"Teslin",184,13.5
1985,"Teslin",185,14.5
1985,"Teslin",186,14.5
1985,"Teslin",187,15.5
1985,"Teslin",188,15
1985,"Teslin",189,14.5
1985,"Teslin",190,14.5
1985,"Teslin",191,14.5
1985,"Teslin",192,14.5
1985,"Teslin",193,14.5
1985,"Teslin",194,15
1985,"Teslin",195,15.5
1985,"Teslin",196,15.5
1985,"Teslin",197,16
1985,"Teslin",198,16.5
1985,"Teslin",199,16.5
1985,"Teslin",200,16.5
1985,"Teslin",201,NA
1985,"Teslin",202,17
1985,"Teslin",203,17
1985,"Teslin",204,18
1985,"Teslin",205,17
1985,"Teslin",206,18
1985,"Teslin",207,18
1985,"Teslin",208,18
1985,"Teslin",209,18
1985,"Teslin",210,17
1985,"Teslin",211,17
1985,"Teslin",212,18
1985,"Teslin",213,18
1985,"MiddleMainstem",187,15.5
1985,"MiddleMainstem",188,15
1985,"MiddleMainstem",189,14.5
1985,"MiddleMainstem",190,14.5
1985,"MiddleMainstem",191,14.5
1985,"MiddleMainstem",192,14.5
1985,"MiddleMainstem",193,14.5
1985,"MiddleMainstem",194,15
1985,"MiddleMainstem",195,15.5
1985,"MiddleMainstem",196,15.5
1985,"MiddleMainstem",197,16
1985,"MiddleMainstem",198,16.5
1985,"MiddleMainstem",199,16.5
1985,"MiddleMainstem",200,16.5
1985,"MiddleMainstem",201,NA
1985,"MiddleMainstem",202,17
1985,"MiddleMainstem",203,17
1985,"MiddleMainstem",204,18
1985,"MiddleMainstem",205,17
1985,"MiddleMainstem",206,18
1985,"MiddleMainstem",207,18
1985,"MiddleMainstem",208,18
1985,"MiddleMainstem",209,18
1985,"MiddleMainstem",210,17
1985,"MiddleMainstem",211,17
1985,"MiddleMainstem",212,18
1985,"MiddleMainstem",213,18
1985,"MiddleMainstem",214,19
1985,"MiddleMainstem",215,18.5
1985,"MiddleMainstem",216,18.5
1985,"MiddleMainstem",217,18
1985,"MiddleMainstem",218,18.5
1985,"MiddleMainstem",219,18
1985,"MiddleMainstem",220,18
1985,"UpperMainstem",198,16.5
1985,"UpperMainstem",199,16.5
1985,"UpperMainstem",200,16.5
1985,"UpperMainstem",201,NA
1985,"UpperMainstem",202,17
1985,"UpperMainstem",203,17
1985,"UpperMainstem",204,18
1985,"UpperMainstem",205,17
1985,"UpperMainstem",206,18
1985,"UpperMainstem",207,18
1985,"UpperMainstem",208,18
1985,"UpperMainstem",209,18
1985,"UpperMainstem",210,17
1985,"UpperMainstem",211,17
1985,"UpperMainstem",212,18
1985,"UpperMainstem",213,18
1985,"UpperMainstem",214,19
1985,"UpperMainstem",215,18.5
1985,"UpperMainstem",216,18.5
1985,"UpperMainstem",217,18
1985,"UpperMainstem",218,18.5
1985,"UpperMainstem",219,18
1985,"UpperMainstem",220,18
1985,"UpperMainstem",221,18
1985,"UpperMainstem",222,16.5
1985,"UpperMainstem",223,16.5
1985,"UpperMainstem",224,17
1985,"UpperMainstem",225,15.5
1985,"UpperMainstem",226,15
1985,"UpperMainstem",227,15
1985,"UpperMainstem",228,14.5
1985,"UpperMainstem",229,14
1985,"UpperMainstem",230,14
1985,"UpperMainstem",231,14
1986,"LowerMainstem",165,NA
1986,"LowerMainstem",166,13
1986,"LowerMainstem",167,13.5
1986,"LowerMainstem",168,14.5
1986,"LowerMainstem",169,13.5
1986,"LowerMainstem",170,13.5
1986,"LowerMainstem",171,NA
1986,"LowerMainstem",172,13.5
1986,"LowerMainstem",173,13.5
1986,"LowerMainstem",174,12
1986,"LowerMainstem",175,13.5
1986,"LowerMainstem",176,13.5
1986,"LowerMainstem",177,11
1986,"LowerMainstem",178,11.5
1986,"LowerMainstem",179,11.5
1986,"LowerMainstem",180,13
1986,"LowerMainstem",181,13.5
1986,"LowerMainstem",182,15
1986,"LowerMainstem",183,17
1986,"LowerMainstem",184,17
1986,"LowerMainstem",185,18
1986,"LowerMainstem",186,18
1986,"LowerMainstem",187,18
1986,"LowerMainstem",188,18
1986,"LowerMainstem",189,NA
1986,"LowerMainstem",190,18.5
1986,"LowerMainstem",191,18.5
1986,"LowerMainstem",192,18
1986,"LowerMainstem",193,17
1986,"LowerMainstem",194,16.5
1986,"LowerMainstem",195,16.5
1986,"LowerMainstem",196,16.5
1986,"LowerMainstem",197,16.5
1986,"LowerMainstem",198,16.5
1986,"White-Donjek",170,13.5
1986,"White-Donjek",171,NA
1986,"White-Donjek",172,13.5
1986,"White-Donjek",173,13.5
1986,"White-Donjek",174,12
1986,"White-Donjek",175,13.5
1986,"White-Donjek",176,13.5
1986,"White-Donjek",177,11
1986,"White-Donjek",178,11.5
1986,"White-Donjek",179,11.5
1986,"White-Donjek",180,13
1986,"White-Donjek",181,13.5
1986,"White-Donjek",182,15
1986,"White-Donjek",183,17
1986,"White-Donjek",184,17
1986,"White-Donjek",185,18
1986,"White-Donjek",186,18
1986,"White-Donjek",187,18
1986,"White-Donjek",188,18
1986,"White-Donjek",189,NA
1986,"White-Donjek",190,18.5
1986,"White-Donjek",191,18.5
1986,"White-Donjek",192,18
1986,"White-Donjek",193,17
1986,"White-Donjek",194,16.5
1986,"White-Donjek",195,16.5
1986,"White-Donjek",196,16.5
1986,"White-Donjek",197,16.5
1986,"White-Donjek",198,16.5
1986,"White-Donjek",199,16.5
1986,"White-Donjek",200,15.5
1986,"White-Donjek",201,15.5
1986,"White-Donjek",202,15
1986,"White-Donjek",203,15
1986,"Pelly",171,NA
1986,"Pelly",172,13.5
1986,"Pelly",173,13.5
1986,"Pelly",174,12
1986,"Pelly",175,13.5
1986,"Pelly",176,13.5
1986,"Pelly",177,11
1986,"Pelly",178,11.5
1986,"Pelly",179,11.5
1986,"Pelly",180,13
1986,"Pelly",181,13.5
1986,"Pelly",182,15
1986,"Pelly",183,17
1986,"Pelly",184,17
1986,"Pelly",185,18
1986,"Pelly",186,18
1986,"Pelly",187,18
1986,"Pelly",188,18
1986,"Pelly",189,NA
1986,"Pelly",190,18.5
1986,"Pelly",191,18.5
1986,"Pelly",192,18
1986,"Pelly",193,17
1986,"Pelly",194,16.5
1986,"Pelly",195,16.5
1986,"Pelly",196,16.5
1986,"Pelly",197,16.5
1986,"Pelly",198,16.5
1986,"Pelly",199,16.5
1986,"Pelly",200,15.5
1986,"Pelly",201,15.5
1986,"Pelly",202,15
1986,"Pelly",203,15
1986,"Pelly",204,15
1986,"Stewart",173,13.5
1986,"Stewart",174,12
1986,"Stewart",175,13.5
1986,"Stewart",176,13.5
1986,"Stewart",177,11
1986,"Stewart",178,11.5
1986,"Stewart",179,11.5
1986,"Stewart",180,13
1986,"Stewart",181,13.5
1986,"Stewart",182,15
1986,"Stewart",183,17
1986,"Stewart",184,17
1986,"Stewart",185,18
1986,"Stewart",186,18
1986,"Stewart",187,18
1986,"Stewart",188,18
1986,"Stewart",189,NA
1986,"Stewart",190,18.5
1986,"Stewart",191,18.5
1986,"Stewart",192,18
1986,"Stewart",193,17
1986,"Stewart",194,16.5
1986,"Stewart",195,16.5
1986,"Stewart",196,16.5
1986,"Stewart",197,16.5
1986,"Stewart",198,16.5
1986,"Stewart",199,16.5
1986,"Stewart",200,15.5
1986,"Stewart",201,15.5
1986,"Stewart",202,15
1986,"Stewart",203,15
1986,"Stewart",204,15
1986,"Stewart",205,NA
1986,"Carmacks",172,13.5
1986,"Carmacks",173,13.5
1986,"Carmacks",174,12
1986,"Carmacks",175,13.5
1986,"Carmacks",176,13.5
1986,"Carmacks",177,11
1986,"Carmacks",178,11.5
1986,"Carmacks",179,11.5
1986,"Carmacks",180,13
1986,"Carmacks",181,13.5
1986,"Carmacks",182,15
1986,"Carmacks",183,17
1986,"Carmacks",184,17
1986,"Carmacks",185,18
1986,"Carmacks",186,18
1986,"Carmacks",187,18
1986,"Carmacks",188,18
1986,"Carmacks",189,NA
1986,"Carmacks",190,18.5
1986,"Carmacks",191,18.5
1986,"Carmacks",192,18
1986,"Carmacks",193,17
1986,"Carmacks",194,16.5
1986,"Carmacks",195,16.5
1986,"Carmacks",196,16.5
1986,"Carmacks",197,16.5
1986,"Carmacks",198,16.5
1986,"Carmacks",199,16.5
1986,"Carmacks",200,15.5
1986,"Carmacks",201,15.5
1986,"Carmacks",202,15
1986,"Carmacks",203,15
1986,"Carmacks",204,15
1986,"Carmacks",205,NA
1986,"Teslin",172,13.5
1986,"Teslin",173,13.5
1986,"Teslin",174,12
1986,"Teslin",175,13.5
1986,"Teslin",176,13.5
1986,"Teslin",177,11
1986,"Teslin",178,11.5
1986,"Teslin",179,11.5
1986,"Teslin",180,13
1986,"Teslin",181,13.5
1986,"Teslin",182,15
1986,"Teslin",183,17
1986,"Teslin",184,17
1986,"Teslin",185,18
1986,"Teslin",186,18
1986,"Teslin",187,18
1986,"Teslin",188,18
1986,"Teslin",189,NA
1986,"Teslin",190,18.5
1986,"Teslin",191,18.5
1986,"Teslin",192,18
1986,"Teslin",193,17
1986,"Teslin",194,16.5
1986,"Teslin",195,16.5
1986,"Teslin",196,16.5
1986,"Teslin",197,16.5
1986,"Teslin",198,16.5
1986,"Teslin",199,16.5
1986,"Teslin",200,15.5
1986,"Teslin",201,15.5
1986,"Teslin",202,15
1986,"Teslin",203,15
1986,"Teslin",204,15
1986,"MiddleMainstem",178,11.5
1986,"MiddleMainstem",179,11.5
1986,"MiddleMainstem",180,13
1986,"MiddleMainstem",181,13.5
1986,"MiddleMainstem",182,15
1986,"MiddleMainstem",183,17
1986,"MiddleMainstem",184,17
1986,"MiddleMainstem",185,18
1986,"MiddleMainstem",186,18
1986,"MiddleMainstem",187,18
1986,"MiddleMainstem",188,18
1986,"MiddleMainstem",189,NA
1986,"MiddleMainstem",190,18.5
1986,"MiddleMainstem",191,18.5
1986,"MiddleMainstem",192,18
1986,"MiddleMainstem",193,17
1986,"MiddleMainstem",194,16.5
1986,"MiddleMainstem",195,16.5
1986,"MiddleMainstem",196,16.5
1986,"MiddleMainstem",197,16.5
1986,"MiddleMainstem",198,16.5
1986,"MiddleMainstem",199,16.5
1986,"MiddleMainstem",200,15.5
1986,"MiddleMainstem",201,15.5
1986,"MiddleMainstem",202,15
1986,"MiddleMainstem",203,15
1986,"MiddleMainstem",204,15
1986,"MiddleMainstem",205,NA
1986,"MiddleMainstem",206,NA
1986,"MiddleMainstem",207,NA
1986,"MiddleMainstem",208,14.5
1986,"MiddleMainstem",209,13.5
1986,"MiddleMainstem",210,14.5
1986,"MiddleMainstem",211,14.5
1986,"UpperMainstem",188,18
1986,"UpperMainstem",189,NA
1986,"UpperMainstem",190,18.5
1986,"UpperMainstem",191,18.5
1986,"UpperMainstem",192,18
1986,"UpperMainstem",193,17
1986,"UpperMainstem",194,16.5
1986,"UpperMainstem",195,16.5
1986,"UpperMainstem",196,16.5
1986,"UpperMainstem",197,16.5
1986,"UpperMainstem",198,16.5
1986,"UpperMainstem",199,16.5
1986,"UpperMainstem",200,15.5
1986,"UpperMainstem",201,15.5
1986,"UpperMainstem",202,15
1986,"UpperMainstem",203,15
1986,"UpperMainstem",204,15
1986,"UpperMainstem",205,NA
1986,"UpperMainstem",206,NA
1986,"UpperMainstem",207,NA
1986,"UpperMainstem",208,14.5
1986,"UpperMainstem",209,13.5
1986,"UpperMainstem",210,14.5
1986,"UpperMainstem",211,14.5
1986,"UpperMainstem",212,14.5
1986,"UpperMainstem",213,14
1986,"UpperMainstem",214,14.5
1986,"UpperMainstem",215,14
1986,"UpperMainstem",216,12
1986,"UpperMainstem",217,12.5
1986,"UpperMainstem",218,13.5
1986,"UpperMainstem",219,13.5
1986,"UpperMainstem",220,13.5
1986,"UpperMainstem",221,13.5
1987,"LowerMainstem",163,12
1987,"LowerMainstem",164,11
1987,"LowerMainstem",165,11
1987,"LowerMainstem",166,12
1987,"LowerMainstem",167,12
1987,"LowerMainstem",168,12
1987,"LowerMainstem",169,NA
1987,"LowerMainstem",170,13
1987,"LowerMainstem",171,13
1987,"LowerMainstem",172,12
1987,"LowerMainstem",173,13
1987,"LowerMainstem",174,13
1987,"LowerMainstem",175,13
1987,"LowerMainstem",176,13
1987,"LowerMainstem",177,14
1987,"LowerMainstem",178,14
1987,"LowerMainstem",179,14
1987,"LowerMainstem",180,15
1987,"LowerMainstem",181,14
1987,"LowerMainstem",182,NA
1987,"LowerMainstem",183,15
1987,"LowerMainstem",184,15
1987,"LowerMainstem",185,15
1987,"LowerMainstem",186,15
1987,"LowerMainstem",187,16
1987,"LowerMainstem",188,16
1987,"LowerMainstem",189,16
1987,"LowerMainstem",190,15
1987,"LowerMainstem",191,15
1987,"LowerMainstem",192,15
1987,"LowerMainstem",193,16
1987,"LowerMainstem",194,16
1987,"LowerMainstem",195,16
1987,"LowerMainstem",196,16
1987,"White-Donjek",167,12
1987,"White-Donjek",168,12
1987,"White-Donjek",169,NA
1987,"White-Donjek",170,13
1987,"White-Donjek",171,13
1987,"White-Donjek",172,12
1987,"White-Donjek",173,13
1987,"White-Donjek",174,13
1987,"White-Donjek",175,13
1987,"White-Donjek",176,13
1987,"White-Donjek",177,14
1987,"White-Donjek",178,14
1987,"White-Donjek",179,14
1987,"White-Donjek",180,15
1987,"White-Donjek",181,14
1987,"White-Donjek",182,NA
1987,"White-Donjek",183,15
1987,"White-Donjek",184,15
1987,"White-Donjek",185,15
1987,"White-Donjek",186,15
1987,"White-Donjek",187,16
1987,"White-Donjek",188,16
1987,"White-Donjek",189,16
1987,"White-Donjek",190,15
1987,"White-Donjek",191,15
1987,"White-Donjek",192,15
1987,"White-Donjek",193,16
1987,"White-Donjek",194,16
1987,"White-Donjek",195,16
1987,"White-Donjek",196,16
1987,"White-Donjek",197,16
1987,"White-Donjek",198,16
1987,"White-Donjek",199,16
1987,"White-Donjek",200,16
1987,"Pelly",171,13
1987,"Pelly",172,12
1987,"Pelly",173,13
1987,"Pelly",174,13
1987,"Pelly",175,13
1987,"Pelly",176,13
1987,"Pelly",177,14
1987,"Pelly",178,14
1987,"Pelly",179,14
1987,"Pelly",180,15
1987,"Pelly",181,14
1987,"Pelly",182,NA
1987,"Pelly",183,15
1987,"Pelly",184,15
1987,"Pelly",185,15
1987,"Pelly",186,15
1987,"Pelly",187,16
1987,"Pelly",188,16
1987,"Pelly",189,16
1987,"Pelly",190,15
1987,"Pelly",191,15
1987,"Pelly",192,15
1987,"Pelly",193,16
1987,"Pelly",194,16
1987,"Pelly",195,16
1987,"Pelly",196,16
1987,"Pelly",197,16
1987,"Pelly",198,16
1987,"Pelly",199,16
1987,"Pelly",200,16
1987,"Pelly",201,16
1987,"Pelly",202,16
1987,"Pelly",203,16
1987,"Pelly",204,16
1987,"Stewart",170,13
1987,"Stewart",171,13
1987,"Stewart",172,12
1987,"Stewart",173,13
1987,"Stewart",174,13
1987,"Stewart",175,13
1987,"Stewart",176,13
1987,"Stewart",177,14
1987,"Stewart",178,14
1987,"Stewart",179,14
1987,"Stewart",180,15
1987,"Stewart",181,14
1987,"Stewart",182,NA
1987,"Stewart",183,15
1987,"Stewart",184,15
1987,"Stewart",185,15
1987,"Stewart",186,15
1987,"Stewart",187,16
1987,"Stewart",188,16
1987,"Stewart",189,16
1987,"Stewart",190,15
1987,"Stewart",191,15
1987,"Stewart",192,15
1987,"Stewart",193,16
1987,"Stewart",194,16
1987,"Stewart",195,16
1987,"Stewart",196,16
1987,"Stewart",197,16
1987,"Stewart",198,16
1987,"Stewart",199,16
1987,"Stewart",200,16
1987,"Stewart",201,16
1987,"Stewart",202,16
1987,"Stewart",203,16
1987,"Carmacks",174,13
1987,"Carmacks",175,13
1987,"Carmacks",176,13
1987,"Carmacks",177,14
1987,"Carmacks",178,14
1987,"Carmacks",179,14
1987,"Carmacks",180,15
1987,"Carmacks",181,14
1987,"Carmacks",182,NA
1987,"Carmacks",183,15
1987,"Carmacks",184,15
1987,"Carmacks",185,15
1987,"Carmacks",186,15
1987,"Carmacks",187,16
1987,"Carmacks",188,16
1987,"Carmacks",189,16
1987,"Carmacks",190,15
1987,"Carmacks",191,15
1987,"Carmacks",192,15
1987,"Carmacks",193,16
1987,"Carmacks",194,16
1987,"Carmacks",195,16
1987,"Carmacks",196,16
1987,"Carmacks",197,16
1987,"Carmacks",198,16
1987,"Carmacks",199,16
1987,"Carmacks",200,16
1987,"Carmacks",201,16
1987,"Carmacks",202,16
1987,"Carmacks",203,16
1987,"Carmacks",204,16
1987,"Carmacks",205,15
1987,"Carmacks",206,15
1987,"Carmacks",207,15
1987,"Teslin",173,13
1987,"Teslin",174,13
1987,"Teslin",175,13
1987,"Teslin",176,13
1987,"Teslin",177,14
1987,"Teslin",178,14
1987,"Teslin",179,14
1987,"Teslin",180,15
1987,"Teslin",181,14
1987,"Teslin",182,NA
1987,"Teslin",183,15
1987,"Teslin",184,15
1987,"Teslin",185,15
1987,"Teslin",186,15
1987,"Teslin",187,16
1987,"Teslin",188,16
1987,"Teslin",189,16
1987,"Teslin",190,15
1987,"Teslin",191,15
1987,"Teslin",192,15
1987,"Teslin",193,16
1987,"Teslin",194,16
1987,"Teslin",195,16
1987,"Teslin",196,16
1987,"Teslin",197,16
1987,"Teslin",198,16
1987,"Teslin",199,16
1987,"Teslin",200,16
1987,"Teslin",201,16
1987,"Teslin",202,16
1987,"Teslin",203,16
1987,"Teslin",204,16
1987,"Teslin",205,15
1987,"Teslin",206,15
1987,"MiddleMainstem",179,14
1987,"MiddleMainstem",180,15
1987,"MiddleMainstem",181,14
1987,"MiddleMainstem",182,NA
1987,"MiddleMainstem",183,15
1987,"MiddleMainstem",184,15
1987,"MiddleMainstem",185,15
1987,"MiddleMainstem",186,15
1987,"MiddleMainstem",187,16
1987,"MiddleMainstem",188,16
1987,"MiddleMainstem",189,16
1987,"MiddleMainstem",190,15
1987,"MiddleMainstem",191,15
1987,"MiddleMainstem",192,15
1987,"MiddleMainstem",193,16
1987,"MiddleMainstem",194,16
1987,"MiddleMainstem",195,16
1987,"MiddleMainstem",196,16
1987,"MiddleMainstem",197,16
1987,"MiddleMainstem",198,16
1987,"MiddleMainstem",199,16
1987,"MiddleMainstem",200,16
1987,"MiddleMainstem",201,16
1987,"MiddleMainstem",202,16
1987,"MiddleMainstem",203,16
1987,"MiddleMainstem",204,16
1987,"MiddleMainstem",205,15
1987,"MiddleMainstem",206,15
1987,"MiddleMainstem",207,15
1987,"MiddleMainstem",208,16
1987,"MiddleMainstem",209,17
1987,"MiddleMainstem",210,17
1987,"MiddleMainstem",211,17
1987,"MiddleMainstem",212,17
1987,"UpperMainstem",187,16
1987,"UpperMainstem",188,16
1987,"UpperMainstem",189,16
1987,"UpperMainstem",190,15
1987,"UpperMainstem",191,15
1987,"UpperMainstem",192,15
1987,"UpperMainstem",193,16
1987,"UpperMainstem",194,16
1987,"UpperMainstem",195,16
1987,"UpperMainstem",196,16
1987,"UpperMainstem",197,16
1987,"UpperMainstem",198,16
1987,"UpperMainstem",199,16
1987,"UpperMainstem",200,16
1987,"UpperMainstem",201,16
1987,"UpperMainstem",202,16
1987,"UpperMainstem",203,16
1987,"UpperMainstem",204,16
1987,"UpperMainstem",205,15
1987,"UpperMainstem",206,15
1987,"UpperMainstem",207,15
1987,"UpperMainstem",208,16
1987,"UpperMainstem",209,17
1987,"UpperMainstem",210,17
1987,"UpperMainstem",211,17
1987,"UpperMainstem",212,17
1987,"UpperMainstem",213,17
1987,"UpperMainstem",214,16
1987,"UpperMainstem",215,16
1987,"UpperMainstem",216,16
1987,"UpperMainstem",217,16
1987,"UpperMainstem",218,16
1987,"UpperMainstem",219,15
1987,"UpperMainstem",220,16
1988,"LowerMainstem",152,8
1988,"LowerMainstem",153,9
1988,"LowerMainstem",154,10
1988,"LowerMainstem",155,11
1988,"LowerMainstem",156,11
1988,"LowerMainstem",157,11
1988,"LowerMainstem",158,11
1988,"LowerMainstem",159,10
1988,"LowerMainstem",160,12
1988,"LowerMainstem",161,NA
1988,"LowerMainstem",162,NA
1988,"LowerMainstem",163,NA
1988,"LowerMainstem",164,NA
1988,"LowerMainstem",165,12
1988,"LowerMainstem",166,13
1988,"LowerMainstem",167,14
1988,"LowerMainstem",168,14
1988,"LowerMainstem",169,14
1988,"LowerMainstem",170,14
1988,"LowerMainstem",171,14
1988,"LowerMainstem",172,14
1988,"LowerMainstem",173,16
1988,"LowerMainstem",174,14
1988,"LowerMainstem",175,NA
1988,"LowerMainstem",176,NA
1988,"LowerMainstem",177,16
1988,"LowerMainstem",178,16
1988,"LowerMainstem",179,NA
1988,"LowerMainstem",180,16
1988,"LowerMainstem",181,NA
1988,"LowerMainstem",182,NA
1988,"LowerMainstem",183,16
1988,"LowerMainstem",184,NA
1988,"LowerMainstem",185,17
1988,"White-Donjek",161,NA
1988,"White-Donjek",162,NA
1988,"White-Donjek",163,NA
1988,"White-Donjek",164,NA
1988,"White-Donjek",165,12
1988,"White-Donjek",166,13
1988,"White-Donjek",167,14
1988,"White-Donjek",168,14
1988,"White-Donjek",169,14
1988,"White-Donjek",170,14
1988,"White-Donjek",171,14
1988,"White-Donjek",172,14
1988,"White-Donjek",173,16
1988,"White-Donjek",174,14
1988,"White-Donjek",175,NA
1988,"White-Donjek",176,NA
1988,"White-Donjek",177,16
1988,"White-Donjek",178,16
1988,"White-Donjek",179,NA
1988,"White-Donjek",180,16
1988,"White-Donjek",181,NA
1988,"White-Donjek",182,NA
1988,"White-Donjek",183,16
1988,"White-Donjek",184,NA
1988,"White-Donjek",185,17
1988,"White-Donjek",186,17
1988,"White-Donjek",187,17
1988,"White-Donjek",188,17
1988,"White-Donjek",189,17
1988,"White-Donjek",190,NA
1988,"White-Donjek",191,17
1988,"White-Donjek",192,17
1988,"White-Donjek",193,16
1988,"White-Donjek",194,17
1988,"Pelly",166,13
1988,"Pelly",167,14
1988,"Pelly",168,14
1988,"Pelly",169,14
1988,"Pelly",170,14
1988,"Pelly",171,14
1988,"Pelly",172,14
1988,"Pelly",173,16
1988,"Pelly",174,14
1988,"Pelly",175,NA
1988,"Pelly",176,NA
1988,"Pelly",177,16
1988,"Pelly",178,16
1988,"Pelly",179,NA
1988,"Pelly",180,16
1988,"Pelly",181,NA
1988,"Pelly",182,NA
1988,"Pelly",183,16
1988,"Pelly",184,NA
1988,"Pelly",185,17
1988,"Pelly",186,17
1988,"Pelly",187,17
1988,"Pelly",188,17
1988,"Pelly",189,17
1988,"Pelly",190,NA
1988,"Pelly",191,17
1988,"Pelly",192,17
1988,"Pelly",193,16
1988,"Pelly",194,17
1988,"Pelly",195,17
1988,"Pelly",196,17
